Latitude,Longitude,AQI
36.514627,-87.328041,25.419354838709676
36.538761,-82.521599,26.225806451612904
36.608,-82.1641,25.7
36.60843,-83.73694,27.4
36.634225,-120.382331,29.923076923076923
36.694261,-121.623271,17.36111111111111
36.697186,-97.08135,32.32258064516129
36.72639,-119.733,56.63636363636363
36.78538,-119.77321,63.666666666666664
36.819449,-119.716433,53.3235294117647
36.841883,-76.181233,23.666666666666668
36.843425,-121.3621,15.612903225806452
36.85555,-76.30135,23.0
36.91171,-87.323337,25.5
36.91841,-95.632286,27.129032258064516
36.953256,-120.034203,48.18181818181818
36.98332,-121.98822,28.0
36.985119,-119.658339,31.692307692307693
36.985702,-94.83931,30.096774193548388
36.999571,-121.574684,27.258064516129032
37.04926,-86.21487,31.066666666666666
37.05822,-88.57251,35.02564102564103
37.06315,-122.083092,26.925925925925927
37.09798,-84.61152,27.1
37.103733,-76.387017,20.682926829268293
37.179125,-113.305096,11.806451612903226
37.256137,-93.299894,25.8
37.281853,-120.433671,56.58064516129032
37.28329,-83.20932,23.8
37.28342,-79.88452,18.8
37.297883,-80.081017,23.8
37.30832,-120.480456,56.1
37.332706,-79.215011,20.2
37.338135,-121.849783,38.70967741935484
37.34438,-77.25925,20.6
37.348497,-121.894898,38.34146341463415
37.35748,-77.59355,23.25
37.360684,-118.330783,8.305555555555555
37.47689,-97.366399,26.77777777777778
37.4826,-82.53532,26.658536585365855
37.482934,-122.20337,38.7
37.488317,-120.836008,65.83333333333333
37.55652,-77.40027,23.23076923076923
37.59088,-77.46925,31.41025641025641
37.642165,-120.994212,49.38461538461539
37.64571,-118.96652,61.096774193548384
37.651114,-97.362212,39.8
37.67132,-77.5664,25.2
37.67696,-95.47594,30.387096774193548
37.687526,-121.784217,34.83870967741935
37.70097,-94.03474,24.318181818181817
37.701222,-121.903019,32.32258064516129
37.705612,-85.852629,33.93333333333333
37.743065,-122.169935,29.64516129032258
37.74743,-113.055525,14.903225806451612
37.765946,-122.399044,38.241379310344826
37.780776,-87.075307,36.64102564102564
37.793392,-121.247874,77.5
37.793624,-122.263376,35.70967741935484
37.814781,-122.282347,37.806451612903224
37.864767,-122.302741,43.12903225806452
37.8712,-87.46375,39.146341463414636
37.936013,-122.026154,31.967741935483872
37.950741,-121.268523,65.03225806451613
37.9604,-122.356811,38.12903225806452
37.962069,-119.120278,7.363636363636363
37.97231,-122.520004,28.870967741935484
37.974436,-87.532289,38.8
38.013333,-87.577222,32.41463414634146
38.06091,-85.89804,41.67741935483871
38.06503,-84.49761,36.5
38.07657,-78.50397,25.0
38.082155,-88.624943,36.0
38.102507,-122.237976,46.5
38.167523,-86.983214,38.7
38.176278,-89.788459,30.161290322580644
38.182435,-85.574361,44.125
38.1936,-85.7119,44.3125
38.20185,-120.680277,33.09090909090909
38.22876,-85.65452,40.4390243902439
38.23158,-85.82678,44.857142857142854
38.23887,-82.9881,21.8
38.276099,-104.597613,21.25
38.277719,-85.740111,41.7
38.278849,-122.275024,33.25806451612903
38.346258,-81.621161,32.07692307692308
38.366183,-81.693717,29.6
38.391799,-86.929668,46.0
38.393822,-85.664118,36.5
38.403765,-122.818294,29.483870967741936
38.410242,-82.432436,28.09090909090909
38.448672,-90.395904,28.0
38.45934,-82.64041,31.38235294117647
38.47753,-78.81952,26.9
38.494475,-121.211131,31.580645161290324
38.508075,-82.659241,21.75
38.542551,-90.263711,38.74193548387097
38.56844,-121.49311,47.2
38.587525,-76.141006,22.806451612903224
38.593322,-121.503795,51.5
38.612034,-90.160477,39.0
38.613779,-121.368014,48.303030303030305
38.63114,-90.28115,39.225806451612904
38.650329,-90.350313,37.47222222222222
38.6539,-75.6106,32.516129032258064
38.656429,-90.198348,42.395348837209305
38.656479,-90.189868,36.806451612903224
38.66121,-121.73269,52.333333333333336
38.683304,-121.164457,33.82258064516129
38.700632,-90.144763,41.2
38.704534,-90.139675,39.5
38.74643,-121.26498,27.857142857142858
38.754599,-82.91701,25.857142857142858
38.75961,-94.57983,24.322580645161292
38.76835,-77.18347,37.67741935483871
38.770081,-99.763424,16.3
38.77335,-77.10468,28.580645161290324
38.838575,-94.746424,22.807692307692307
38.848014,-104.828564,18.29032258064516
38.8577,-77.05922,30.5
38.860669,-90.105851,39.77777777777778
38.875161,-77.012816,25.903225806451612
38.8764,-107.6023,19.419354838709676
38.89477,-76.953426,31.129032258064516
38.895572,-76.958072,27.322580645161292
38.897557,-119.732507,31.451612903225808
38.903085,-90.143168,38.2
38.921847,-77.013178,27.151515151515152
38.93568,-121.09959,31.26923076923077
38.974457,-94.687013,31.333333333333332
38.985477,-86.990419,38.9
38.986672,-75.5568,29.586206896551722
39.01893,-122.91333,12.8
39.021221,-122.281803,26.285714285714285
39.021881,-84.47445,41.22857142857143
39.024265,-95.711275,39.483870967741936
39.02473,-77.48925,28.7
39.044992,-87.258969,42.2
39.047911,-94.450513,32.55172413793103
39.055277,-76.878333,26.533333333333335
39.063798,-108.561173,44.888888888888886
39.101439,-90.344494,35.83870967741935
39.104686,-94.57079,30.29032258064516
39.10492,-84.55117,41.0
39.114313,-77.106876,24.451612903225808
39.117219,-94.635605,32.55882352941177
39.12886,-84.50404,39.78260869565217
39.138773,-121.618549,45.689655172413794
39.14313,-76.84611,28.193548387096776
39.1447,-119.7661,27.52777777777778
39.146025,-84.538375,44.97222222222222
39.15047,-123.20655,40.16129032258065
39.155,-75.518056,24.6
39.159383,-86.504762,31.076923076923077
39.18919,-121.99887,31.4
39.19433,-84.478974,39.23076923076923
39.233477,-121.055608,28.058823529411764
39.237457,-85.891332,27.483870967741936
39.278117,-80.34225,28.444444444444443
39.2787,-84.36625,38.03225806451613
39.28102,-78.08157,28.533333333333335
39.297733,-76.604603,31.4390243902439
39.303174,-94.377014,29.0
39.305021,-75.797317,25.903225806451612
39.310833,-76.474444,35.4
39.323533,-81.552367,32.77777777777778
39.32783,-120.184592,25.7
39.33839,-84.5666,42.2
39.36326,-74.431,24.1
39.399837,-119.739606,19.64516129032258
39.410191,-76.296946,28.677419354838708
39.41174,-123.35264,35.035714285714285
39.422273,-75.025204,29.166666666666668
39.43806,-108.02611,14.806451612903226
39.442165,-81.908827,33.8
39.448105,-77.963845,34.0
39.460478,-76.633543,30.484848484848484
39.464872,-74.448736,25.70731707317073
39.472436,-84.394952,49.8
39.478686,-84.397112,46.55555555555556
39.479822,-84.409617,44.111111111111114
39.481483,-80.134667,29.333333333333332
39.485987,-87.401312,34.611111111111114
39.49072,-84.36374,44.8
39.525083,-119.807717,29.583333333333332
39.534488,-105.070358,16.76923076923077
39.540917,-119.746761,40.903225806451616
39.5513,-75.732,30.8125
39.564178,-77.720244,29.64516129032258
39.57768,-75.6036,26.93548387096774
39.604399,-105.019526,19.6
39.621434,-119.71877,19.4
39.63551,-109.43128,2.2903225806451615
39.649367,-79.920867,28.0
39.691962,-75.761299,31.6
39.702982,-75.864771,25.580645161290324
39.70595,-79.012,25.161290322580644
39.73217,-105.0153,36.096774193548384
39.738578,-104.939925,29.774193548387096
39.739444,-75.558056,33.66101694915254
39.741694,-94.858584,36.32203389830509
39.744993,-86.166464,46.5
39.751184,-104.987625,32.01538461538462
39.755969,-84.198674,40.36486486486486
39.758855,-86.115415,43.4
39.761111,-75.491944,29.77777777777778
39.76168,-121.84047,44.51851851851852
39.774979,-86.12202,43.7
39.77949,-105.00518,32.8780487804878
39.7861,-104.9886,45.806451612903224
39.787933,-86.13088,48.82051282051282
39.788903,-86.214628,39.97826086956522
39.800339,-75.212119,26.7
39.80933,-80.26567,23.862068965517242
39.810833,-86.114444,37.80487804878049
39.81336,-120.47069,87.9090909090909
39.818715,-75.413973,27.419354838709676
39.82835,-104.93836,39.94444444444444
39.831921,-89.644164,38.81481481481482
39.834461,-75.768242,35.94285714285714
39.835556,-75.3725,53.666666666666664
39.83562,-84.720524,36.97560975609756
39.866834,-88.925594,43.935483870967744
39.915961,-80.733858,39.2
39.917663,-79.805499,24.419354838709676
39.92002,-77.30968,30.0
39.922867,-75.186921,30.25925925925926
39.928531,-82.980105,45.1
39.928804,-86.078775,51.7
39.92882,-83.80949,40.473684210526315
39.934559,-75.125219,39.27906976744186
39.939567,-120.944376,62.11764705882353
39.960048,-75.142614,27.724137931034484
39.960884,-85.939546,35.096774193548384
39.965278,-76.699444,30.612903225806452
39.9679,-80.7464,34.0
39.988842,-75.207205,33.111111111111114
39.989036,-75.050008,19.625
39.991389,-75.080833,35.486486486486484
39.994908,-74.170447,24.35483870967742
40.002707,-82.994424,41.3
40.009544,-85.52347,39.6
40.021097,-105.263382,22.4
40.043833,-76.1124,42.145161290322584
40.046667,-76.283333,35.828125
40.05278,-88.37251,37.292682926829265
40.054171,-74.985166,34.333333333333336
40.086944,-108.761389,30.483870967741936
40.0877,-82.959773,45.8
40.11107,-83.065415,46.375
40.112222,-75.309167,29.483870967741936
40.114876,-80.700972,34.666666666666664
40.123886,-88.240553,38.2
40.125703,-85.652184,34.964285714285715
40.136378,-111.657936,32.604651162790695
40.146667,-79.902222,29.782608695652176
40.164576,-105.100856,34.09756097560975
40.17093,-122.25556,25.814814814814813
40.199502,-85.387908,41.9
40.209387,-104.82405,35.1
40.222411,-74.763167,34.65217391304348
40.246528,-77.18675,39.049180327868854
40.246992,-76.846988,36.95238095238095
40.268963,-80.243995,32.51724137931034
40.283092,-74.742613,30.633333333333333
40.294178,-110.009732,45.41935483870968
40.294341,-79.885331,29.2
40.304694,-79.505667,28.107142857142858
40.309722,-78.915,40.04651162790697
40.323768,-79.868062,42.25373134328358
40.332933,-80.933401,33.6
40.337328,-76.383447,34.81967213114754
40.341023,-80.596635,44.1
40.341389,-111.713611,40.40909090909091
40.3663,-80.6158,31.285714285714285
40.375644,-80.169943,30.1
40.38335,-75.9686,36.032786885245905
40.394651,-80.611813,29.583333333333332
40.400959,-91.391012,42.1
40.402328,-79.860973,38.22222222222222
40.414877,-104.70693,37.354838709677416
40.427372,-80.592318,29.8
40.431639,-86.8525,35.806451612903224
40.43743,-79.863572,40.064516129032256
40.445278,-80.420833,38.55172413793103
40.462182,-74.429439,29.58974358974359
40.46471,-109.561472,36.70967741935484
40.46542,-79.960757,41.25757575757576
40.481347,-86.109688,28.967741935483872
40.496392,-112.036298,26.548387096774192
40.499767,-80.071337,38.19512195121951
40.515262,-74.806671,31.032258064516128
40.518735,-88.996896,42.32258064516129
40.535278,-78.370833,37.3448275862069
40.55013,-122.38092,47.4
40.571288,-105.079693,29.903225806451612
40.598056,-111.894167,46.89655172413793
40.600532,-112.353414,35.0188679245283
40.603943,-74.276174,27.571428571428573
40.606624,-80.021669,30.6
40.611944,-75.4325,35.827586206896555
40.617488,-79.727664,42.8
40.628056,-75.341111,31.84
40.63307,-74.13719,27.3
40.64144,-74.208365,36.540983606557376
40.662878,-111.901188,50.67741935483871
40.695078,-92.006318,35.0
40.697007,-89.584737,38.54838709677419
40.712146,-112.111275,43.75409836065574
40.71436,-73.99518,35.3
40.71961,-73.94771,29.4
40.720989,-74.192892,32.87179487179487
40.725413,-74.052293,31.696969696969695
40.73,-73.984,32.3
40.73614,-73.82153,23.440677966101696
40.736389,-111.872222,48.04347826086956
40.739264,-73.817694,34.0
40.74529,-73.41919,24.5
40.747796,-80.316442,38.706896551724135
40.770908,-74.036218,24.1
40.770944,-84.0539,43.0
40.77678,-124.17949,33.2
40.78422,-111.931,52.63855421686747
40.786804,-81.394153,40.13333333333333
40.787628,-74.676301,23.0
40.7997,-73.93432,27.333333333333332
40.800717,-81.373,38.8780487804878
40.811389,-77.877028,42.83870967741935
40.812591,-96.683314,27.0
40.814183,-79.56475,28.258064516129032
40.816,-73.902,31.846153846153847
40.852256,-73.973314,28.285714285714285
40.85355,-73.96618,39.53846153846154
40.8679,-73.87809,30.8
40.902967,-111.884467,36.84905660377358
40.918381,-74.168092,30.714285714285715
40.92458,-75.067815,32.24390243902439
40.942099,-98.364967,24.1
40.969112,-95.044951,33.3
41.0604,-81.9239,35.189189189189186
41.063526,-81.468956,38.72727272727273
41.08536,-104.52277,12.655172413793103
41.087862,-81.541532,41.666666666666664
41.094965,-85.101816,45.41935483870968
41.09596,-80.65847,34.4
41.111111,-80.645278,42.75
41.133294,-95.956103,38.32258064516129
41.136846,-104.818239,9.25
41.1644,-81.2352,34.25
41.169646,-85.629292,25.076923076923077
41.170833,-73.194722,28.944444444444443
41.182227,-104.778334,6.104166666666667
41.197847,-96.056686,31.571428571428573
41.206321,-111.975524,44.92982456140351
41.215014,-80.484779,34.87096774193548
41.221537,-88.190967,40.064516129032256
41.23172,-80.80116,30.390243902439025
41.247486,-95.973142,29.317073170731707
41.264171,-95.896124,33.857142857142854
41.3014,-72.902871,30.49122807017544
41.311586,-105.591725,17.3
41.35362,-72.07882,25.0
41.39629,-81.818667,32.2
41.399167,-73.443056,35.41935483870968
41.400968,-91.067957,39.833333333333336
41.4069,-91.0616,38.5
41.419429,-91.070975,36.8
41.44013,-81.494833,37.825
41.442778,-75.623056,22.9
41.446624,-81.662356,38.2
41.463071,-82.114261,34.82608695652174
41.471782,-81.656792,44.0
41.477011,-81.682383,36.421052631578945
41.492117,-81.678449,43.87755102040816
41.492707,-112.018863,49.320754716981135
41.49511,-71.423705,16.129032258064516
41.49916,-74.00885,24.2
41.512077,-90.624044,40.354838709677416
41.514727,-90.51735,38.857142857142854
41.526885,-88.116474,42.16129032258065
41.530011,-90.587611,41.58695652173913
41.550556,-73.043611,31.5
41.551211,-96.146175,29.571428571428573
41.55523,-81.575256,32.77777777777778
41.573282,-87.406579,43.18181818181818
41.592536,-109.220852,25.6
41.594427,-87.495044,43.05
41.598473,-87.342947,38.86666666666667
41.603159,-93.643118,30.107526881720432
41.603517,-93.7479,34.5
41.606662,-87.304943,36.375
41.615237,-71.72,16.620689655172413
41.6175,-87.199167,37.645161290322584
41.62057,-83.64226,37.857142857142854
41.635952,-87.442017,43.55555555555556
41.644067,-83.54616,39.3
41.644722,-76.939167,15.766666666666667
41.657155,-85.968446,30.483870967741936
41.657232,-91.503478,44.1578947368421
41.670992,-87.732457,28.666666666666668
41.679867,-83.4785,37.77777777777778
41.685707,-71.169235,28.35483870967742
41.687165,-87.539315,41.92857142857143
41.69666,-86.214722,41.333333333333336
41.705226,-76.512726,32.58064516129032
41.707212,-86.891216,37.1
41.726811,-81.242156,28.4
41.726892,-122.633579,43.16129032258065
41.7514,-87.713488,32.666666666666664
41.771071,-88.152534,44.22222222222222
41.771444,-72.679923,29.4
41.782766,-87.805377,45.1
41.784717,-88.329374,35.30769230769231
41.784722,-72.631667,28.416666666666668
41.80118,-87.832349,40.93333333333333
41.807469,-71.412968,27.870967741935484
41.821342,-73.297257,13.333333333333334
41.823283,-90.211982,42.8
41.829495,-71.417457,34.54838709677419
41.841039,-71.36097,25.2
41.842649,-111.852199,56.7890625
41.864426,-87.748902,38.4
41.867331,-75.686219,28.032258064516128
41.874668,-71.379971,25.142857142857142
41.874999,-90.177574,38.9
41.876853,-103.656561,19.22222222222222
41.912739,-87.722673,36.0
41.965193,-87.876265,45.22222222222222
41.965485,-87.749928,37.75
41.97677,-91.68766,36.49484536082474
41.995568,-83.946559,35.87096774193548
42.050403,-88.280015,36.7
42.060285,-87.863225,41.25806451612903
42.065106,-71.012129,29.025
42.082222,-111.864167,48.67741935483871
42.09142,-77.20978,23.875
42.120229,-72.584503,32.025
42.139996,-87.799227,37.292682926829265
42.14175,-80.038611,30.06451612903226
42.189215,-120.353969,47.833333333333336
42.190296,-121.731369,50.44444444444444
42.19438,-72.555112,15.450980392156863
42.221442,-88.242207,32.4
42.22862,-83.2082,34.46153846153846
42.240565,-83.599602,41.76923076923077
42.263955,-71.794322,31.94736842105263
42.267,-89.08917,41.666666666666664
42.278067,-85.54189,35.46666666666667
42.295824,-83.129431,40.74193548387097
42.298493,-72.334079,41.96774193548387
42.302786,-83.10653,44.951219512195124
42.306674,-83.148754,42.5
42.312078,-83.103469,42.25806451612903
42.312158,-83.091943,39.32258064516129
42.325186,-71.056061,35.24390243902439
42.3295,-71.0826,33.34146341463415
42.33155,-122.880266,43.333333333333336
42.348873,-71.097163,15.625
42.421502,-83.425042,33.9
42.43084,-83.000138,32.7
42.434139,-123.348466,64.2
42.448009,-73.254108,13.11111111111111
42.452299,-73.239648,22.35135135135135
42.463063,-83.183199,32.1
42.474642,-70.970816,24.580645161290324
42.49963,-79.31881,24.0
42.499844,-96.394755,33.4
42.501543,-92.316017,36.5
42.50472,-87.8093,34.16129032258065
42.529999,-108.720003,6.516129032258065
